STT,Block Type,Block,Type,Layer Name,In Channels,Out Channels,Resolution (HxW),OFM,OFM_SIZE (byte),OFM_TYPE,IFM,IFM_SIZE (byte),IFM_TYPE,Weight Shape,Weight Params,Weight Size (Byte),kernel,padding,stride,Weight Storage DType,Weight Notes
1,__io_cast_in__,Hyperprior,Cast,__io_cast_in__/Hyperprior/Add_3_output_0,220,220,16x16,"[1, 220, 16, 16]",112640,float16,"[1, 220, 16, 16]",225280,float32,N/A,0,0,,,,N/A,
2,Generator,conv_block_init,Constant,/Generator/conv_block_init/conv_block_init.0/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
3,,,Constant,/Generator/conv_block_init/conv_block_init.0/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
4,,,Constant,/Generator/conv_block_init/conv_block_init.0/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
5,,,Constant,/Generator/conv_block_init/conv_block_init.0/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
6,,,Constant,/Generator/conv_block_init/pre_pad/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
7,,,Constant,/Generator/conv_block_init/pre_pad/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
8,,,ConstantOfShape,/Generator/conv_block_init/pre_pad/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
9,,,Concat,/Generator/conv_block_init/pre_pad/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
10,,,Constant,/Generator/conv_block_init/pre_pad/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
11,,,Reshape,/Generator/conv_block_init/pre_pad/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
12,,,Constant,/Generator/conv_block_init/pre_pad/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
13,,,Constant,/Generator/conv_block_init/pre_pad/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
14,,,Constant,/Generator/conv_block_init/pre_pad/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
15,,,Constant,/Generator/conv_block_init/pre_pad/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
16,,,Slice,/Generator/conv_block_init/pre_pad/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
17,,,Transpose,/Generator/conv_block_init/pre_pad/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
18,,,Constant,/Generator/conv_block_init/pre_pad/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
19,,,Reshape,/Generator/conv_block_init/pre_pad/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
20,,,Cast,/Generator/conv_block_init/pre_pad/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
21,,,Constant,/Generator/conv_block_init/conv_block_init.3/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
22,,,Constant,/Generator/conv_block_init/conv_block_init.3/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
23,,,Constant,/Generator/conv_block_init/conv_block_init.3/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
24,,,Constant,/Generator/conv_block_init/conv_block_init.3/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
25,,resblock_0,Constant,/Generator/resblock_0/pad/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
26,,,Constant,/Generator/resblock_0/pad/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
27,,,ConstantOfShape,/Generator/resblock_0/pad/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
28,,,Concat,/Generator/resblock_0/pad/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
29,,,Constant,/Generator/resblock_0/pad/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
30,,,Reshape,/Generator/resblock_0/pad/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
31,,,Constant,/Generator/resblock_0/pad/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
32,,,Constant,/Generator/resblock_0/pad/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
33,,,Constant,/Generator/resblock_0/pad/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
34,,,Constant,/Generator/resblock_0/pad/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
35,,,Slice,/Generator/resblock_0/pad/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
36,,,Transpose,/Generator/resblock_0/pad/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
37,,,Constant,/Generator/resblock_0/pad/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
38,,,Reshape,/Generator/resblock_0/pad/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
39,,,Cast,/Generator/resblock_0/pad/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
40,,,Constant,/Generator/resblock_0/norm1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
41,,,Constant,/Generator/resblock_0/norm1/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
42,,,Constant,/Generator/resblock_0/norm1/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
43,,,Constant,/Generator/resblock_0/norm1/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
44,,,Constant,/Generator/resblock_0/pad_1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
45,,,Constant,/Generator/resblock_0/pad_1/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
46,,,ConstantOfShape,/Generator/resblock_0/pad_1/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
47,,,Concat,/Generator/resblock_0/pad_1/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
48,,,Constant,/Generator/resblock_0/pad_1/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
49,,,Reshape,/Generator/resblock_0/pad_1/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
50,,,Constant,/Generator/resblock_0/pad_1/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
51,,,Constant,/Generator/resblock_0/pad_1/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
52,,,Constant,/Generator/resblock_0/pad_1/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
53,,,Constant,/Generator/resblock_0/pad_1/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
54,,,Slice,/Generator/resblock_0/pad_1/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
55,,,Transpose,/Generator/resblock_0/pad_1/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
56,,,Constant,/Generator/resblock_0/pad_1/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
57,,,Reshape,/Generator/resblock_0/pad_1/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
58,,,Cast,/Generator/resblock_0/pad_1/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
59,,,Constant,/Generator/resblock_0/norm2/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
60,,,Constant,/Generator/resblock_0/norm2/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
61,,,Constant,/Generator/resblock_0/norm2/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
62,,,Constant,/Generator/resblock_0/norm2/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
63,,resblock_1,Constant,/Generator/resblock_1/pad/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
64,,,Constant,/Generator/resblock_1/pad/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
65,,,ConstantOfShape,/Generator/resblock_1/pad/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
66,,,Concat,/Generator/resblock_1/pad/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
67,,,Constant,/Generator/resblock_1/pad/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
68,,,Reshape,/Generator/resblock_1/pad/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
69,,,Constant,/Generator/resblock_1/pad/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
70,,,Constant,/Generator/resblock_1/pad/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
71,,,Constant,/Generator/resblock_1/pad/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
72,,,Constant,/Generator/resblock_1/pad/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
73,,,Slice,/Generator/resblock_1/pad/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
74,,,Transpose,/Generator/resblock_1/pad/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
75,,,Constant,/Generator/resblock_1/pad/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
76,,,Reshape,/Generator/resblock_1/pad/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
77,,,Cast,/Generator/resblock_1/pad/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
78,,,Constant,/Generator/resblock_1/norm1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
79,,,Constant,/Generator/resblock_1/norm1/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
80,,,Constant,/Generator/resblock_1/norm1/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
81,,,Constant,/Generator/resblock_1/norm1/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
82,,,Constant,/Generator/resblock_1/pad_1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
83,,,Constant,/Generator/resblock_1/pad_1/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
84,,,ConstantOfShape,/Generator/resblock_1/pad_1/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
85,,,Concat,/Generator/resblock_1/pad_1/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
86,,,Constant,/Generator/resblock_1/pad_1/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
87,,,Reshape,/Generator/resblock_1/pad_1/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
88,,,Constant,/Generator/resblock_1/pad_1/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
89,,,Constant,/Generator/resblock_1/pad_1/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
90,,,Constant,/Generator/resblock_1/pad_1/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
91,,,Constant,/Generator/resblock_1/pad_1/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
92,,,Slice,/Generator/resblock_1/pad_1/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
93,,,Transpose,/Generator/resblock_1/pad_1/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
94,,,Constant,/Generator/resblock_1/pad_1/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
95,,,Reshape,/Generator/resblock_1/pad_1/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
96,,,Cast,/Generator/resblock_1/pad_1/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
97,,,Constant,/Generator/resblock_1/norm2/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
98,,,Constant,/Generator/resblock_1/norm2/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
99,,,Constant,/Generator/resblock_1/norm2/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
100,,,Constant,/Generator/resblock_1/norm2/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
101,,resblock_2,Constant,/Generator/resblock_2/pad/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
102,,,Constant,/Generator/resblock_2/pad/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
103,,,ConstantOfShape,/Generator/resblock_2/pad/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
104,,,Concat,/Generator/resblock_2/pad/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
105,,,Constant,/Generator/resblock_2/pad/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
106,,,Reshape,/Generator/resblock_2/pad/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
107,,,Constant,/Generator/resblock_2/pad/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
108,,,Constant,/Generator/resblock_2/pad/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
109,,,Constant,/Generator/resblock_2/pad/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
110,,,Constant,/Generator/resblock_2/pad/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
111,,,Slice,/Generator/resblock_2/pad/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
112,,,Transpose,/Generator/resblock_2/pad/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
113,,,Constant,/Generator/resblock_2/pad/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
114,,,Reshape,/Generator/resblock_2/pad/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
115,,,Cast,/Generator/resblock_2/pad/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
116,,,Constant,/Generator/resblock_2/norm1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
117,,,Constant,/Generator/resblock_2/norm1/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
118,,,Constant,/Generator/resblock_2/norm1/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
119,,,Constant,/Generator/resblock_2/norm1/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
120,,,Constant,/Generator/resblock_2/pad_1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
121,,,Constant,/Generator/resblock_2/pad_1/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
122,,,ConstantOfShape,/Generator/resblock_2/pad_1/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
123,,,Concat,/Generator/resblock_2/pad_1/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
124,,,Constant,/Generator/resblock_2/pad_1/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
125,,,Reshape,/Generator/resblock_2/pad_1/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
126,,,Constant,/Generator/resblock_2/pad_1/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
127,,,Constant,/Generator/resblock_2/pad_1/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
128,,,Constant,/Generator/resblock_2/pad_1/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
129,,,Constant,/Generator/resblock_2/pad_1/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
130,,,Slice,/Generator/resblock_2/pad_1/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
131,,,Transpose,/Generator/resblock_2/pad_1/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
132,,,Constant,/Generator/resblock_2/pad_1/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
133,,,Reshape,/Generator/resblock_2/pad_1/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
134,,,Cast,/Generator/resblock_2/pad_1/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
135,,,Constant,/Generator/resblock_2/norm2/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
136,,,Constant,/Generator/resblock_2/norm2/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
137,,,Constant,/Generator/resblock_2/norm2/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
138,,,Constant,/Generator/resblock_2/norm2/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
139,,resblock_3,Constant,/Generator/resblock_3/pad/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
140,,,Constant,/Generator/resblock_3/pad/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
141,,,ConstantOfShape,/Generator/resblock_3/pad/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
142,,,Concat,/Generator/resblock_3/pad/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
143,,,Constant,/Generator/resblock_3/pad/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
144,,,Reshape,/Generator/resblock_3/pad/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
145,,,Constant,/Generator/resblock_3/pad/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
146,,,Constant,/Generator/resblock_3/pad/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
147,,,Constant,/Generator/resblock_3/pad/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
148,,,Constant,/Generator/resblock_3/pad/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
149,,,Slice,/Generator/resblock_3/pad/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
150,,,Transpose,/Generator/resblock_3/pad/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
151,,,Constant,/Generator/resblock_3/pad/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
152,,,Reshape,/Generator/resblock_3/pad/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
153,,,Cast,/Generator/resblock_3/pad/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
154,,,Constant,/Generator/resblock_3/norm1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
155,,,Constant,/Generator/resblock_3/norm1/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
156,,,Constant,/Generator/resblock_3/norm1/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
157,,,Constant,/Generator/resblock_3/norm1/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
158,,,Constant,/Generator/resblock_3/pad_1/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
159,,,Constant,/Generator/resblock_3/pad_1/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
160,,,ConstantOfShape,/Generator/resblock_3/pad_1/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
161,,,Concat,/Generator/resblock_3/pad_1/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
162,,,Constant,/Generator/resblock_3/pad_1/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
163,,,Reshape,/Generator/resblock_3/pad_1/Reshape,N/A,N/A,N/A,"[4, 2]",64,int64,[8],64,int64,N/A,0,0,,,,N/A,
164,,,Constant,/Generator/resblock_3/pad_1/Constant_3,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
165,,,Constant,/Generator/resblock_3/pad_1/Constant_4,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
166,,,Constant,/Generator/resblock_3/pad_1/Constant_5,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
167,,,Constant,/Generator/resblock_3/pad_1/Constant_6,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
168,,,Slice,/Generator/resblock_3/pad_1/Slice,N/A,N/A,N/A,"[4, 2]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
169,,,Transpose,/Generator/resblock_3/pad_1/Transpose,N/A,N/A,N/A,"[2, 4]",64,int64,"[4, 2]",64,int64,N/A,0,0,,,,N/A,
170,,,Constant,/Generator/resblock_3/pad_1/Constant_7,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
171,,,Reshape,/Generator/resblock_3/pad_1/Reshape_1,N/A,N/A,N/A,[8],64,int64,"[2, 4]",64,int64,N/A,0,0,,,,N/A,
172,,,Cast,/Generator/resblock_3/pad_1/Cast,N/A,N/A,N/A,[8],64,int64,[8],64,int64,N/A,0,0,,,,N/A,
173,,,Constant,/Generator/resblock_3/norm2/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
174,,,Constant,/Generator/resblock_3/norm2/Constant_1,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
175,,,Constant,/Generator/resblock_3/norm2/Constant_2,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
176,,,Constant,/Generator/resblock_3/norm2/Constant_3,N/A,N/A,N/A,[],2,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
177,,resblock_4,Constant,/Generator/resblock_4/pad/Constant,N/A,N/A,N/A,[1],8,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
178,,,Constant,/Generator/resblock_4/pad/Constant_1,N/A,N/A,N/A,[4],32,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
179,,,ConstantOfShape,/Generator/resblock_4/pad/ConstantOfShape,N/A,N/A,N/A,[4],32,int64,[1],8,int64,N/A,0,0,,,,N/A,
180,,,Concat,/Generator/resblock_4/pad/Concat,N/A,N/A,N/A,[8],64,int64,[4],32,int64,N/A,0,0,,,,N/A,
181,,,Constant,/Generator/resblock_4/pad/Constant_2,N/A,N/A,N/A,[2],16,int64,N/A,0,N/A,N/A,0,0,,,,N/A,
