STT,Block Type,Block,Type,Layer Name,In Channels,Out Channels,Resolution (HxW),OFM,OFM_SIZE (byte),OFM_TYPE,IFM,IFM_SIZE (byte),IFM_TYPE,Weight Shape,Weight Params,Weight Size (Byte),kernel,padding,stride,Weight Storage DType,Weight Notes
584,,,Sub,/Generator/resblock_3/norm1/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
585,,,Mul,/Generator/resblock_3/norm1/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
586,,,ReduceMean,/Generator/resblock_3/norm1/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
587,,,Cast,/Generator/resblock_3/norm1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
588,,,Mul,/Generator/resblock_3/norm1/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
589,,,Sub,/Generator/resblock_3/norm1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
590,,,Div,/Generator/resblock_3/norm1/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
591,,,Sub,/Generator/resblock_3/norm1/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
592,,,Add,/Generator/resblock_3/norm1/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
593,,,Sqrt,/Generator/resblock_3/norm1/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
594,,,Div,/Generator/resblock_3/norm1/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
595,,,Mul,/Generator/resblock_3/norm1/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
596,,,Mul,/Generator/resblock_3/norm1/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
597,,,Add,/Generator/resblock_3/norm1/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
598,,,Relu,/Generator/resblock_3/Relu,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
599,,,Pad,/Generator/resblock_3/pad_1/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
600,,,Conv3x3,/Generator/resblock_3/conv2/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
601,,,ReduceMean,/Generator/resblock_3/norm2/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
602,,,ReduceMean,/Generator/resblock_3/norm2/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
603,,,Shape,/Generator/resblock_3/norm2/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
604,,,Gather,/Generator/resblock_3/norm2/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
605,,,ReduceProd,/Generator/resblock_3/norm2/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
606,,,Sub,/Generator/resblock_3/norm2/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
607,,,Mul,/Generator/resblock_3/norm2/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
608,,,ReduceMean,/Generator/resblock_3/norm2/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
609,,,Cast,/Generator/resblock_3/norm2/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
610,,,Mul,/Generator/resblock_3/norm2/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
611,,,Sub,/Generator/resblock_3/norm2/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
612,,,Div,/Generator/resblock_3/norm2/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
613,,,Sub,/Generator/resblock_3/norm2/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
614,,,Add,/Generator/resblock_3/norm2/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
615,,,Sqrt,/Generator/resblock_3/norm2/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
616,,,Div,/Generator/resblock_3/norm2/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
617,,,Mul,/Generator/resblock_3/norm2/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
618,,,Mul,/Generator/resblock_3/norm2/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
619,,,Add,/Generator/resblock_3/norm2/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
620,,,Add,/Generator/resblock_3/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
621,,resblock_4,Pad,/Generator/resblock_4/pad/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
622,,,Conv3x3,/Generator/resblock_4/conv1/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
623,,,ReduceMean,/Generator/resblock_4/norm1/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
624,,,ReduceMean,/Generator/resblock_4/norm1/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
625,,,Shape,/Generator/resblock_4/norm1/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
626,,,Gather,/Generator/resblock_4/norm1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
627,,,ReduceProd,/Generator/resblock_4/norm1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
628,,,Sub,/Generator/resblock_4/norm1/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
629,,,Mul,/Generator/resblock_4/norm1/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
630,,,ReduceMean,/Generator/resblock_4/norm1/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
631,,,Cast,/Generator/resblock_4/norm1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
632,,,Mul,/Generator/resblock_4/norm1/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
633,,,Sub,/Generator/resblock_4/norm1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
634,,,Div,/Generator/resblock_4/norm1/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
635,,,Sub,/Generator/resblock_4/norm1/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
636,,,Add,/Generator/resblock_4/norm1/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
637,,,Sqrt,/Generator/resblock_4/norm1/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
638,,,Div,/Generator/resblock_4/norm1/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
639,,,Mul,/Generator/resblock_4/norm1/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
640,,,Mul,/Generator/resblock_4/norm1/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
641,,,Add,/Generator/resblock_4/norm1/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
642,,,Relu,/Generator/resblock_4/Relu,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
643,,,Pad,/Generator/resblock_4/pad_1/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
644,,,Conv3x3,/Generator/resblock_4/conv2/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
645,,,ReduceMean,/Generator/resblock_4/norm2/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
646,,,ReduceMean,/Generator/resblock_4/norm2/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
647,,,Shape,/Generator/resblock_4/norm2/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
648,,,Gather,/Generator/resblock_4/norm2/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
649,,,ReduceProd,/Generator/resblock_4/norm2/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
650,,,Sub,/Generator/resblock_4/norm2/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
651,,,Mul,/Generator/resblock_4/norm2/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
652,,,ReduceMean,/Generator/resblock_4/norm2/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
653,,,Cast,/Generator/resblock_4/norm2/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
654,,,Mul,/Generator/resblock_4/norm2/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
655,,,Sub,/Generator/resblock_4/norm2/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
656,,,Div,/Generator/resblock_4/norm2/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
657,,,Sub,/Generator/resblock_4/norm2/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
658,,,Add,/Generator/resblock_4/norm2/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
659,,,Sqrt,/Generator/resblock_4/norm2/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
660,,,Div,/Generator/resblock_4/norm2/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
661,,,Mul,/Generator/resblock_4/norm2/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
662,,,Mul,/Generator/resblock_4/norm2/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
663,,,Add,/Generator/resblock_4/norm2/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
664,,,Add,/Generator/resblock_4/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
665,,resblock_5,Pad,/Generator/resblock_5/pad/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
666,,,Conv3x3,/Generator/resblock_5/conv1/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
667,,,ReduceMean,/Generator/resblock_5/norm1/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
668,,,ReduceMean,/Generator/resblock_5/norm1/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
669,,,Shape,/Generator/resblock_5/norm1/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
670,,,Gather,/Generator/resblock_5/norm1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
671,,,ReduceProd,/Generator/resblock_5/norm1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
672,,,Sub,/Generator/resblock_5/norm1/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
673,,,Mul,/Generator/resblock_5/norm1/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
674,,,ReduceMean,/Generator/resblock_5/norm1/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
675,,,Cast,/Generator/resblock_5/norm1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
676,,,Mul,/Generator/resblock_5/norm1/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
677,,,Sub,/Generator/resblock_5/norm1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
678,,,Div,/Generator/resblock_5/norm1/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
679,,,Sub,/Generator/resblock_5/norm1/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
680,,,Add,/Generator/resblock_5/norm1/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
681,,,Sqrt,/Generator/resblock_5/norm1/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
682,,,Div,/Generator/resblock_5/norm1/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
683,,,Mul,/Generator/resblock_5/norm1/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
684,,,Mul,/Generator/resblock_5/norm1/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
685,,,Add,/Generator/resblock_5/norm1/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
686,,,Relu,/Generator/resblock_5/Relu,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
687,,,Pad,/Generator/resblock_5/pad_1/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
688,,,Conv3x3,/Generator/resblock_5/conv2/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
689,,,ReduceMean,/Generator/resblock_5/norm2/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
690,,,ReduceMean,/Generator/resblock_5/norm2/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
691,,,Shape,/Generator/resblock_5/norm2/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
692,,,Gather,/Generator/resblock_5/norm2/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
693,,,ReduceProd,/Generator/resblock_5/norm2/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
694,,,Sub,/Generator/resblock_5/norm2/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
695,,,Mul,/Generator/resblock_5/norm2/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
696,,,ReduceMean,/Generator/resblock_5/norm2/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
697,,,Cast,/Generator/resblock_5/norm2/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
698,,,Mul,/Generator/resblock_5/norm2/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
699,,,Sub,/Generator/resblock_5/norm2/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
700,,,Div,/Generator/resblock_5/norm2/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
701,,,Sub,/Generator/resblock_5/norm2/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
702,,,Add,/Generator/resblock_5/norm2/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
703,,,Sqrt,/Generator/resblock_5/norm2/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
704,,,Div,/Generator/resblock_5/norm2/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
705,,,Mul,/Generator/resblock_5/norm2/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
706,,,Mul,/Generator/resblock_5/norm2/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
707,,,Add,/Generator/resblock_5/norm2/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
708,,,Add,/Generator/resblock_5/Add,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
709,,resblock_6,Pad,/Generator/resblock_6/pad/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
710,,,Conv3x3,/Generator/resblock_6/conv1/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
711,,,ReduceMean,/Generator/resblock_6/norm1/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
712,,,ReduceMean,/Generator/resblock_6/norm1/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
713,,,Shape,/Generator/resblock_6/norm1/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
714,,,Gather,/Generator/resblock_6/norm1/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
715,,,ReduceProd,/Generator/resblock_6/norm1/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
716,,,Sub,/Generator/resblock_6/norm1/Sub,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
717,,,Mul,/Generator/resblock_6/norm1/Mul,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
718,,,ReduceMean,/Generator/resblock_6/norm1/ReduceMean_2,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
719,,,Cast,/Generator/resblock_6/norm1/Cast,N/A,N/A,N/A,[],2,float16,[],8,int64,N/A,0,0,,,,N/A,
720,,,Mul,/Generator/resblock_6/norm1/Mul_1,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
721,,,Sub,/Generator/resblock_6/norm1/Sub_1,N/A,N/A,N/A,[],2,float16,[],2,float16,N/A,0,0,,,,N/A,
722,,,Div,/Generator/resblock_6/norm1/Div,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
723,,,Sub,/Generator/resblock_6/norm1/Sub_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
724,,,Add,/Generator/resblock_6/norm1/Add,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
725,,,Sqrt,/Generator/resblock_6/norm1/Sqrt,1,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 1, 16, 16]",512,float16,N/A,0,0,,,,N/A,
726,,,Div,/Generator/resblock_6/norm1/Div_1,N/A,1,N/A,"[1, 1, 16, 16]",512,float16,[],2,float16,N/A,0,0,,,,N/A,
727,,,Mul,/Generator/resblock_6/norm1/Mul_2,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
728,,,Mul,/Generator/resblock_6/norm1/Mul_3,N/A,960,N/A,"[1, 960, 16, 16]",491520,float16,N/A,0,N/A,N/A,0,0,,,,N/A,
729,,,Add,/Generator/resblock_6/norm1/Add_1,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 1, 1]",960,1920,,,,float16,
730,,,Relu,/Generator/resblock_6/Relu,960,960,16x16,"[1, 960, 16, 16]",491520,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
731,,,Pad,/Generator/resblock_6/pad_1/Pad,960,960,16x16,"[1, 960, 18, 18]",622080,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
732,,,Conv3x3,/Generator/resblock_6/conv2/Conv,960,960,18x18,"[1, 960, 16, 16]",491520,float16,"[1, 960, 18, 18]",622080,float16,"[960, 960, 3, 3]",8294400,16588800,"[3, 3]","[0, 0, 0, 0]","[1, 1]",float16,weight=initializer
733,,,ReduceMean,/Generator/resblock_6/norm2/ReduceMean,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
734,,,ReduceMean,/Generator/resblock_6/norm2/ReduceMean_1,960,1,16x16,"[1, 1, 16, 16]",512,float16,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
735,,,Shape,/Generator/resblock_6/norm2/Shape,960,N/A,16x16,[4],32,int64,"[1, 960, 16, 16]",491520,float16,N/A,0,0,,,,N/A,
736,,,Gather,/Generator/resblock_6/norm2/Gather,N/A,N/A,N/A,[1],8,int64,[4],32,int64,N/A,0,0,,,,N/A,
737,,,ReduceProd,/Generator/resblock_6/norm2/ReduceProd,N/A,N/A,N/A,[],8,int64,[1],8,int64,N/A,0,0,,,,N/A,
